Anonymized Message,Valence1,Valence2,Arousal1,Arousal2
"i never realized how many great pics of great people i have. Im trying to bring them over to here.  fun fun fun.  We went to the dali museum today, I haven't been since 98, then we played at the park.. It was a spectacular day.",6,9,2,1
reality bites. ouch...,4,4,2,3
just got back really...really...cold,5,4,2,3
Sonic Youth show tonight !!!,5,6,5,6
is watching Junjou Romantica for the 5th time... but it never gets old! <3,5,6,4,5
All truth,5,5,1,1
trying not to sleep all day long,5,5,2,1
Thanks to Angelica Clayton for sending me Alien Cow. I really like it! <URL>,5,6,4,5
goen to pick up the wee man and take him to the docs,5,5,3,1
HAY FRIENDS WHERE ARE YOU ALL ?,6,5,3,5
is not going to school today :D.,6,6,2,3
"When it is said that New Dog Food is having improved nutrient level and good taste, WHO TASTE'S IT?????????????",5,5,3,7
has another baby with reflux :(    thankfully i knew the signs this time around and we caught it early,4,3,2,3
"if only i could find a boy that won't lie and decieve me,one that could just talk to me instead of want to be all over me alllll the time, all i ask for is a friend",5,2,2,3
i guess no one loves me no comments in 3 days oh well i still have ppl that let me know in there own way lol,4,4,2,2
Ready to have a great weekend!!!!     =),6,7,6,7
Merry X mas to Friend families and everybody  be safe Driving,7,5,3,1
in your freedom I will live oh God!!!,5,7,5,6
says almost all guys are untrustworthy...,4,2,2,3
Chips,5,5,1,1
"At camp. Using an I-thing. Hard to type. Having fun, or something akin to fun. Playing a piano duet with a kid named <PERSON>. Miss you guys. I have to stop using contraband now. G'bye!",5,6,5,4
feel like to say LUV U .....THANKS :p,5,7,4,5
you will never see my caring side anymore.,4,2,2,1
realises that with no homwwork there really is nohting to do before youth,5,5,2,1
NOTHING leave me alone!!!!!!!!!!!!!!!!!,4,3,9,9
mind the language in the last post.... It's rated a little higher than pg-13,5,5,2,3
"uuhh , just saw my very first saw movie (6) im feelin kinda twichy",5,4,2,2
misses stokes already. camp was way too short,4,4,1,1
i'm sick of my projects!!,4,3,6,6
"THE FACEBOOK TRICK: press up,up, down, down, left, right, left, right, B, A, Enter key, then right click then press up and down and magic crcles will appear. the only way to get rid of them are to log off or refresh the page...IT WILL WORK! put this as your status if it works. after you follow all the steps scroll up or down...then the circles will appear....it really works",5,5,3,4
"new year, new resolutions",5,6,1,1
"Had a good Birthday, went to Disney with some Co-Workers and hung out, I was happy :)",6,7,3,2
HAPPY HALLOWEEEEEEEEEEEENNN!!!!!!,7,6,9,9
happy for <PERSON>!!!!!!!!!!,7,7,9,8
11 Days and a Wakeup...,5,5,1,3
Why do people still post statuses in the 3rd person?,5,5,1,1
I have to plan for class tomorrow again! Just shoot me...,4,4,4,5
"I love women <PERSON>, <PERSON>, <PERSON>",5,6,1,1
"Heading home to Jakarta... Senangnya, syalalalala",5,5,1,2
"could get a katana for $20 at Knife Works, if i really wanted to do so... other wise i'd be paying $30. for one... im so tempted... but i have to wait til next check and im paid on tuesday... too bad that money will be towards rent *sighs*",5,4,2,3
"Sunny Queensland. beautiful one day, perfect the next!",7,7,4,5
Bout time!  Shorts and T-shirt weather!,6,6,4,5
Sticks and stones may break my bones but wipes and chains excite me!!!!   True story!!!,6,5,6,8
For nothing is impossible with God.Ã¢â‚¬Â <URL>,7,5,2,1
ps the purple thumboxer,5,5,1,1
I was absent to my online class? there's something wrong with that,5,4,2,1
"well I'm on top of mammy again! oi Sam look up ERE!!\  hehehe\""""",6,5,5,6
i want to be free...lubayan nyo na ako.bkit ayw nyo mging msaya.....:'( I sent you a smiley! Want to see it? <URL>,5,5,2,4
is back at college.....,5,5,1,3
I wish i had a cookie right now....,5,5,1,3
DAMN! I HATE THIS COMPUTERS SECURITY SYSTEM! ITS SOOO PARANOID IT WONT LET ME PLAY A COMPUTER GAME SINCE IT IS TRYING TO ACCESS FILES SAVED ON THE COMPUTER!!!!! =(,4,3,7,9
"First day learn how to dive, It was so fun XD ..............and I almost ran into a tree",6,7,3,4
love love is a verb,5,5,1,1
I am on cloud nine right now.,6,9,2,1
Well I'm over the quizzes for the moment..........Pretty uneventful weekend due to the fact I am on call for work.  It sucks but at least I'll be happy when I get my paycheck!,6,4,4,4
R.I.P.  <PERSON>   :* ( I was really hoping for a <PERSON> 2,4,3,3,3
cats! i looove!cats!,6,6,5,5
iz can has lucy wig?,5,5,2,1
Thanks for all the birthday love! Now could someone just fix my back?,6,6,5,5
"hanging on a line, a dead line.",4,5,1,1
Wow. This week's already a little... Eugh.  .>.,4,4,3,3
"hi, im dong woo",5,5,1,1
"EVERYBODY, love juice is my word(even though it's alexis' favorite word and a crapload of people keep saying it) i found it.",5,5,4,3
Paintballin' is awesome,6,6,3,1
"The reality of the other person lies not in what he reveals to you, but what he cannot reveal to you. Therefore, if you would understand him, listen not to what he says, but rather to what he does not say !!!!",5,5,6,6
Carolina is horrible!,4,2,6,5
"I am very happy my Java application: Bible Reading Plan 1 year for Java All\ is affecting lives all over the world""",6,7,3,1
so whos goin on the skii trip??,5,5,3,4
Is feeling rough...I have pluracy and a sinus infection and issues with my incision...be happy when I'm better !,3,4,4,5
Thank You All for such a wonderful Birthday,7,8,2,1
<PERSON>l: <PERSON>! come in here and watch this with me!        Me: What is it.        <PERSON>: Come in here and you'll find out!! :D        Me: I will not watch Dragon Ball Z with you.       <PERSON>: DID YOU KNOW THERE'S A NEW ONE EVERY TUESDAY AND THURSDAY. NOW I HAVE SOMETHING TO LOOK FORWARD TO!!!! 8D,6,6,7,8
The color of your bra made the news BUT WILL THIS? Let's support our troops. If you support our troops please post this on your status and leave it for at least one hour. There should be no excuses from anyone!! This should appear in everyone's status! Please do this for the ones that make this...The Land Of The Free and the Home Of the Brave..,6,5,5,6
"People look at me and think I am strong.She can handle it.\Do they really know how I feel?\""""",4,3,2,1
Life is a hard thing to keep up with.,4,4,1,1
"Wow <PERSON> got his ass beat up for 4 1/2 rounds and managed to win, I still can't believe it.",6,5,2,3
"Hey, anyone who has year one german with Haar, what did we have to do again? I know it was a worksheet but what?",5,5,2,1
MAN THIS RELIGION PROJECT IS KILLING ME I NEVER EVEN HEARD OF SHAKERS.,4,4,6,5
"Idk why people are making a big deal bout the Jonas bros or Justin Beiber they are just people, but they can sing?",5,5,2,1
"If there is such a thing as facebook, is there a Facelibrary?.... CAN A BROTHA GET A DEWEY DECIMAL SYSTEM HERE? :)",5,6,4,5
"has a Kindergarten story to tell - One of my little girls in my class asked me this morning where was everyone buying the spirit pom pom's, we sell on Friday's at school, because she wanted one.  I told her that she would have to bring some money next week and she could get one.  She then turned and looked at me with the most serious little face and said, Do they take debit cards?\  LOL!\""""",5,5,4,5
bunking office and staying at home doing nothing rocks!!!!!!,6,7,8,7
Advance Merry Christmas sa lahat ng mga fb reryan,6,5,2,1
"<< Without you, one night alone, is like a year without you baby >>		---Soundtrip usa ta bago magstudy---	<3 <3 <3",6,8,2,4
"Dear friends,        Thank you for your kind wishes. I had as good as a birthday as one could at the ripening age of 24. I sincerely wish for the best for you all.        Best,     <PERSON>",7,7,2,1
had a great day wit<PERSON> :) was a great birthdayyy thankyouu everyone:),7,8,4,4
aaaaaaaaaaaaagggggggggghhhhhhhhhhhhhhhh...........,4,4,4,6
Mondays are the potholes in the road of life.,4,4,2,1
thanks for all the b-day wishes,6,5,1,1
"got the house to myself for 48hrs, going into a vegetative state and taking the cat wit me",4,5,2,1
Finished my outline!,6,6,5,5
I hope you all have a wonderful day! God bless,7,8,5,5
"Having a blast in House of Dereon! Sasha baby, you are the greatest!",6,7,6,5
Had dinner with my mommy & watched two movies!!,7,6,7,5
cannot wait for tomorrow's soccer game! U-S-A! U-S-A! Beat Brazil!,6,6,6,6
Sct rokkz.... Strike again!!! Lol.. :-D,5,5,7,6
86-92 All I can say is well done Celtics 2-3!!!!!!!!!!!  #TEAMCELTICS!,6,6,9,9
regrets not taking more unglam photos of the people who took unglam photos of me.,4,5,2,1
"birthday well spent :). and i hope we're still chill. i like the status wars, hate that they just randomly stopped.",6,6,4,2
HAPPY BIRTHDAY TO ME! BIG 20!,6,6,6,6
"Ugh, finally got home. Started work today at 9 am with screaming kid and just now got done with work at 1 am after dealing with screaming twilight fans. Bed time for me :)",6,6,3,3
Had a really good cut of steak last night.  Now I'm craving tons of red meat like there's no tomorrow.  Is there anywhere that will deliver steak?,5,5,2,1
counting down the last  33 minutes of my birthday with my bestie sleeping over! Lots of love out there to everyone!,7,7,7,5
woke up with an awesome hangover.  Thanks for your birthday wishes!,6,6,5,5
Santa is coming!  Santa is coming!,6,5,6,5
"dinner out with mom, grandma, <PERSON> and <PERSON>for my birthday.  Hope it's fun!",6,5,5,5
i dont get this shitt,4,3,2,3
"I think my arm just fell off, 5 games 3 days with no ice is not good!!",3,4,7,5
Happy Teacher's Day! :D,7,6,6,5
Dance off with Britney Spears.,5,5,2,1
"Well, the biggest loser is finally over! Yay!!! Peanut butter eggs here I come! No, in all seriousness, I lost 23 pounds but unfortunately that was not quite enough to win it!",7,6,6,6
Thanks for all the birthday wishes ya'll!  :],7,6,6,6
saw paranormal activity yesterday and it was awsome!!! not as good as i thought but amazingly real :D!,6,7,7,6
"Wow it's one of those days, I have had way too many dumb moments for the day.  I've def. exceeded the amount allowed and it's not even 11 am.",4,4,3,1
umm woww....ha txt meee:],5,6,3,3
Who knows the 3 D's,5,5,2,1
work is over... for today.,5,5,1,3
It is so true that - God makes your enemies your foot stool! :-) I told you to stop messing with God's child!,5,6,6,5
I'm studying for a history test...and i'm super duper tired,4,4,2,3
Hmmm. i have a feeling that this summer break is going to be something different :D,6,6,3,3
"I feel better today, but not 100%. I am still stopped up. I think it is a sinus infection. Oh joy! UGH!",4,4,5,6
"<PERSON>is an utter wench ,)",5,6,3,1
"champion match, only need one more win but have to lose twice ....let's do this",6,5,2,3
full moon time...,5,5,1,2
"Please put this on your status if you know someone, are related to, and adore someone who has ASD, PDD, ADHD, ADD Autism or Aspergers . These misunderstood, so called trouble maker\ kids just want to be treated like everyone else and can't speak out. But we can raise awareness ...... 93% won't copy and paste this""",6,5,2,1
"<PERSON>at age 3 yrs has graduated from calling me mommy\ to calling me \""mom\"".  \""mommy\"" is for babies.\""""",6,5,2,1
alias hiatus...poof!,5,5,4,5
There is an eerie calm that fills the air right before a hurricane hits. That's what school felt like today. It's very strange.,5,5,1,1
Any interesting stuff???,5,5,3,5
lakers and modern warfare 2 if I get a nap it is looking like a good day.,6,6,4,1
Never doubt for a minute that every single one of you are on my friend list as a result of a conscious decision. I am not only glad to count you as friends but also as family! Let's see who in my Friend's List actually pays attention. Copy and repost this in your own bulletin. You can't choose ...family but...... you can choose friends,5,6,1,4
I lov listenin 2 lies wen i know the truth,5,3,2,3
Im going to get all of my friends back how i dont know but it will happen,5,5,2,1
is tired and doesn't want to go to work tomorrow.,4,4,1,1
<PERSON> the wild thing totally looks like seth green,5,5,2,1
Today my <PERSON> turned 11!  Happy Birthday <PERSON>:),7,7,4,5
I wonder if I should trade in my clunker??? It seems like the right time...,5,5,3,5
WTF WHY ARE YOU CHEATING IN A GAME OF THIS IMPORTANCE THAT WAS A CLEAN HIT ANYBODY COULD SEE THAT.YOU REFS ARE SORRY SACKS OF XXXX AND COULDNT CALL A PLAY IF YOUR LIFE DEPENDED ON IT.WHEN A RECEIVER CATCHES A PLAY AND GET HIT THAT IS FOOTBALL.IT AINT ALWAYS PRETTY IF YOU WANT PRETTY GO WATCH A BALLET.THE RAVENS ARE GOING TO START HURTING THE COLTS IF THE REFS DONT STOP CHEATING!,3,2,9,8
"So... why is it my faucet only puts out water. It needs more settings than hot or cold water. Like.. coke or... beer. YES!!! BEER!! my faucet needs to give me beer, any time i want it, any temp, any brand... YES!  *sigh* unfortunantly it's just a dream.",5,5,6,7
Is currently sooo tired a few days without enough sleep and havin to go to work ain't no joke...I'm so happy they make AMP energy drinks*,6,4,4,2
merf,5,5,1,1
It starting to snow......,5,5,1,2
Thanks again everyone for birthday messages,6,5,2,1
Great class on the hero's journey.  We watched Stars Wars. Makes for such a good night.,6,6,2,1
I are be so tyred... I so be wanting to go to bed earliest.  I are also be missing Bloemfontein and all the friends I has been having... two sleeps and I are be off to my City of Roses...,4,5,1,3
Love my new shoes!!!,6,6,6,6
Girls are like Drano...,5,5,1,3
Is feeling especially racist against Americans today now that they've fucked up skins!!THE IGNORANCE!!!!!!!!:'(,3,3,9,9
"has just be to the carnival with Louise n Tarron, Dad n Jayden. Been running round after Jayden an am knackered but Jayden enjoyed himself bless him.",6,5,2,1
i like to wish everyone a very happy valentines day,7,5,2,1
Wanting to wish my husband a Happy Birthday!!!,7,6,7,6
<3 **,6,6,1,2
finished with german project!,6,6,5,5
Life always have a lessons....Life is my school,5,5,2,3
"sittin at home with my lil man waiting for him to take a nap, nothin to do today hit me up",5,5,2,1
A little boy today: Four,5,5,1,1
i thought i had mono for and entire year one time... turns out i was just really bored,5,5,1,3
where bellvedear?,5,5,2,1
Is doing compo now.,5,5,2,1
"Automobile for a man and cosmetics for a woman goes through same analytical        process before buying\ - Prof Dutta         Sorry bansal but simply loved it so copying :P\""""",5,6,2,2
"eatin pizza, cought on fire welding.... running out of pizza.....finally 16",5,5,2,3
"Boy oh boy what am I getting myself into... going on an excursion\ with Adam's parents today... not sure what that means but hope its not them taking me out in the woods to kill me off...\""""",4,4,4,3
100 SUBSCRIBERS REACHED ON YOUTUBE THANK YOU FOR YOUR SUPPORT!!!!! :D,6,7,8,9
"happy navratras to all ,,,,,,,,god bless all with happiness ,health and luck",7,8,2,2
Come back in a couple hors and ill have more for ya!,5,5,7,5
Ready to get home with <PERSON> and get our snuggs on.,6,5,2,1
thanx po sa greetings..,6,5,2,2
Just watched Ghost of a girlfriends past. It was really cute!!!,6,6,6,6
It <PERSON> Bd she is 36 wow thats OLD.,5,5,3,2
eng2 :((,4,4,2,3
"I was in the pub with the missus last night, and I said, I love you.\ 	She said""",5,5,2,1
OMFG I AM FREAKING OUT IS THERE ANY ONE HERE THAT KNOWS ANYTHING ABOUT BUILDING THE MAJOR OR PERFECT INTERVALS????? BUY SUPPLYING THE UPPER NOTE,4,3,7,8
"My mom is absolutely the greatest mom in the whole world!!  She sent me flowers at work today!!  I have never had flowers delivered to me at work, ever!!  I gotta give some credit to my sister and neice who helped her pick them out.  And my dad because the money came out of his wallet.  LOL!!  I LOVE MY FAMILY!!",7,9,7,7
I <3 <PERSON>!,6,7,5,5
getting ready to go up snowboarding @ <PERSON> can't wait!,6,6,6,5
"WHY CANT I WRITE ON Slamuel Braza's WALL?????? idk. but, heyyy!",5,5,6,7
a few drinks with my cousin diane...and am out! check back in tomorrow after the beep. BEEP!,5,6,4,5
"i am selling a dell computer and printer if anyone is int,  desktop flat screen about 5 years old hardly been used, $150.",5,5,1,1
Help\\n,5,5,2,1
is Done!!!!,5,6,7,6
Dreading have to stand for 24hrs this weekend but looking forward to seeing <PERSON> on friday!  Yay <PERSON> for winning us tickets!,6,6,4,5
Oh to a green lump of putty i found in my armpit one midsummer day,5,5,2,1
woo Go paul the octopus hes a legend congrats chuckie XD XX,6,6,3,4
"<PERSON> + Chatt town & Knoxville = fun times on my birthday!! ,)",6,7,6,5
"and on January 23, 1995 at 2:30 a.m. NEMMC......God said let <PERSON> be born unto two parents.  That was 15 years ago....but tonight at 2:30 im looking for that same miracle.",5,8,2,3
"My Junior having fever, cold, dry cough and runny nose. I am so worried and concerned. (sigh!!!)",3,3,5,5
We all need to break free from the grip that Satan has on us and don't say he dosen't have a grip on you.,5,4,1,3
on the 31st ev drink responsibily ...! but do enjoy ...! cheers ...!,6,6,5,5
Busy working on the North Slope of alaska its so beautiful and diff. here like never you could ever see anywhere else. But i still miss my family,5,6,2,1
You have to see this! A simple town competition ends a 8 year marriage! <URL>,4,5,5,5
At the airport. It smells like old ppl in here:(,4,4,2,2
Tomorrow is a brand new day to attend service at 3.30pm. Yeah! I feel very excited to attend on Saturday afternoon. :),7,7,5,5
Go USA!!,6,6,6,5
Just got back from the Rennissance Festival up in Minnesota with my brother.  He has videos... He will likely be blackmailing me shortly on facebook and myspace with them... Ill be posting pics\\vids or at least links as they become available.,5,5,2,2
<PERSON> STOP sending me friend suggestions it's driving me crazy XP,4,4,5,4
"Thoughts for the New Year:  God won't ask how many promotions you received, but He'll ask how you promoted others.",5,6,2,3
on the phone with Tyler Bascle:))) <3,6,7,4,3
Oh son of a... NOW i see why <PERSON>said Cellular Regeneration was gonna be hard to explain... =\\,4,4,4,3
why is the fucking internet so slow!,4,3,6,5
"I'm so so so so so so so happy because they are making Wicked\ into a movie for 2010!!!!!!!\""""",7,8,7,8
<PERSON>     Facebook just got gorgeous.,6,6,3,1
"you cant handle my stories ,) haha",5,6,3,3
Good Night!,6,5,4,5
"funny how i hit thirty and i get allergies, wrinkles, saggy boobs, etc...... i do drugs for 15 years and not a damn thing happens!!!?????",4,2,7,6
"Let me just quote the late-great Colonel Sanders, who said...I'm too drunk to taste this chicken.\\""""",5,5,2,1
My new crazy family: Daddy Limbad Mommy Inez Kk Ryan Kk Joko meeee Dd Fiona Dd Vickshiong Dd Steven Dd Joshua,5,5,2,1
Thanks for the birthday wishes.  Dinner at Chili's in Jonesboro and cheesecake for desert...not a bad birthday.,6,6,3,2
"FACEBOOK EXPERIMENT- if you are reading this, whether we do or don't speak often, post a comment of your first memory of you and me. When you've finished, post this paragraph on your own status; you'll be surprised what people remember about you....",5,5,1,3
I'm gonna have to re-order mw2 from someone else on eBay,5,5,1,1
"has decided his kid will be called, <PERSON>..",5,5,2,3
"Search deep into your mind,        And answers you will find,        Until you meet that special someone,        Then your soul becomes undone,        In the bliss it was so pure,        You could Have dreamed of nothing more,        But then we trek until the end,        To find that on only ourselves can we depend.                How do you like my original poem :P Seriously.........................",6,5,1,3
three wonderful years of fatherhood,7,8,1,1
soothing jams penetrating my eardrums.,6,6,1,1
"My  Mommy reach, My Mommy reach, My Mommy reach. I wonder what she bring for me.",5,5,1,1
is tired...very tired...,4,4,1,3
My cousin's baby is joining us sometime today! New little girl for the family.,7,7,5,5
"Life is a challenge. The path we take will either lead is to great adventures or to great emptiness...which ever way you look at it, it's your choice! Get over it!!!",6,4,4,6
What's on your mind?,5,5,1,1
Just laying here wondering.... Why the hell am i awake? >.<,4,4,3,3
"The secret of happiness is freedom, and the secret of freedom is courage,FREEDOM!!!!!!!",5,7,6,9
I miss my best friend......,4,2,1,2
is so happy finally got some converse :),6,7,3,2
one more final to go,5,5,1,1
"MANDATORY REMINDER from CNN:NASA reports that by the nxt 10 months,earth gets hotter by 4 degrees from now.Himalayang glaciers are melting @ rapid rate.Our climate is changing drastically & it's getting worst.We must help fight Global Warming by doing the ff steps:1.Plant more trees 2.Don't waste water 3.Use cloth bag and don't burn plastic.Please copy & paste this to your wall.Do ur share.SAVE the EARTH.",6,4,5,3
"This storm comin is supposed to be pretty big. All my friends and family are talkin bout Hail and heavy rain, plus more wind. Usually the weather patterns in my home town area in California carry right on over to Ogden SLC areas. Get ready for it! If it doesn't hit hard, I'm no meteorologist. Not like they are ever right either lol :)",5,5,4,4
Make it work,5,5,2,1
Last day of X games. The kids today are sick!,6,6,6,5
this is your life and its ending one minute at a time.,3,1,2,3
heard a good joke today at womans day magazine. How do you wake Lady Gaga up. You poke her face ( poker face)           i found it funny :),6,6,3,2
"Promise of the day - John 10:29 - My Father, which gave them me, is greater than all; and no man is able to pluck them out of my FatherÃ¢â‚¬â„¢s hand.",6,5,2,1
says: A Lot Can Happen Over A CoFfEe!!!! <3 <3,6,7,6,8
Does anybody fancy lookin after my beautiful ickle angels for the whole weekend sometime soon??,5,5,3,4
omg is it friday yet!!,5,5,6,6
"Wishing everyone a happy new year. May your friendships grow closer, your love deepen and your happiness never fade. May this year be better than the last.",7,9,2,1
"Now if you know my name, you'll learn how deep to sink; Where rapture lies, I wait just beyond it's brink",5,5,2,1
I feel like giving and recieving a million hugs. . .,6,8,1,3
"I WILL ENTER HIS GATES WITH THANKSGIVING IN MY MOUTH, FOR MAKING ME PLUS 1 TODAY, GLORY BE TO THE FATHER TO THE SON AND TO THE HOLY SPIRIT...........................................AMEN",6,5,3,5
Why is there never a job opening for an executioner?,5,5,2,1
"...know that having a good time can include learning and growing, and that there is joy in creating and succeeding...",6,6,1,2
Everybody see's it's you I'm the one that lost the view  Everybody says we're through  I hope you haven't said it too  So where  Do we go from here  With all this fear in our eyes And where  Can love take us now We've been so far down We can still touch the sky,5,5,2,1
i need a nap!,5,4,5,4
Why Does PS3 Have To Be So Freakin AWESOME!?!?!?,6,7,7,7
try to shut your effin mouth sometimes. sometimes will do. mema ah. memasabi lang. HAHAHAHA,4,4,5,4
"I <PERSON>, HERE BY DECLARE ALL OUT WAR ON MATH! YOUR GOING DOWN FUCKER!! YOUVE PISSED OFF THE WRONG BRAIN AND IM GONNA KICK YOUR ASS SO HARD YOUR GONNA SHIT OUT YOUR EARS AND PISS THROUGH YOUR NOSE!!",3,2,7,9
It was about time for a change.,5,5,2,1
Which additude gets you what you want the best? Vinager or honey.,5,5,1,1
is looking for a few more people for fantasy basketball.  Anyone on here interested?,5,5,2,1
bored out of my mind,5,4,1,1
I'm getting better...I hope... *smiles faintly to the crowd of onlookers*,6,5,2,3
"Firing, bullets, what has happened to bahrain...",4,3,1,3
"Having my wisdom teeth cut out Tuesday, hoping it's not gonna hurt too bad. :/",4,4,2,2
woah a week holiday......the things i am gonna do......muahhahahahaha,6,6,4,3
Congrats <PERSON>for Symantec! Yeh Maggi Encrypted Hain Kya?,6,6,5,5
HOOK 'EM HORNS!! 51 TO 17!!! went to U.T. game in Austin with my fam... next time i think i may tailgate... pondering..,6,6,5,6
Such strange dreams. I mean really.,5,5,2,4
"well had a great night, got up took down tree, son got in bath, wife and i did couple devotions, played a game with zadok after bath ate and went to work God is so good.",6,8,2,1
Its mah birth-day!!!!!,6,6,6,7
"Ok seriously, where did the heat go and what's up with this crap calling itself July?!",4,3,7,6
onli9 on fb fter many dayzzzzzzzz!!!!!,5,5,7,8
i got my hair cut....ahhh the big puff is GONE!!!!!!!!!!,5,5,8,9
I want ice cream with pretzels for a topping. I am weird??,5,5,3,4
Making toast at 9:17pm,5,5,1,1
sooo tired but can't seem to sleep- bugger,4,4,2,2
"okay, so i am am exhausted, got home form work at 3am and now am up 3 hrs later, im getting to old for this shit.  I feel like a old lady, but to look on the bright side..... I have NO KIDS TODAY.  thank god for grandma's that live 10 min away.  time to catch up on sleep and some 1on1 time with the hubby.:)",6,6,4,4
Love will always find a way!,7,8,6,5
merry christmas !,7,5,5,5
anyone know if miller's outlines are do tomorrow and when the other outline quiz is?,5,5,2,1
I love my CBR600RR,6,5,2,1
Is glad that it's nice outside today : ),7,6,3,2
she gives me presents with her presence alone,6,8,2,1
"So two things... I haven't looked at my wall in a long time... so thanks everyone for the birthday wishes and all the kind words... it really means a lot to me.  :)  Second, today would have been my best friend's 32nd birthday.  She died almost 16 years ago- Rest in Peace Becca.  You are always in my heart.",7,2,2,3
thinks his other facebook got hacked :(,4,4,2,2
watching truck racing w the bf. pretty cool if I do say so myself,6,6,2,1
"Well, at least ND won today. GO IRISH!!!",7,6,7,7
Just finished rereading entire Harry Potter series. Not entirely sure now what to do for the next week...,5,5,1,2
a chowdhury.,5,5,1,1
"NO ONE needs to be in contact with me this weekend cuz I will b on my xbox and gotta set up my two weeks vacation. Hopefully Vegas falls through, (I do need it)/ worked 6 day work weeks for the past 4 months str8---- peace!!!!",5,5,5,6
just got done watching fireworks,5,5,1,1
Graduating on Friday!  Call me if you can make it out!,6,6,6,5
Mountain Biking: my personal version of Hell. God must have been in an ironic mood when I was born.,3,4,2,2
Have you ever danced with the devil in the pale moonlight???,5,5,3,4
"got so much to do tomorrow gotta get check, doctors, and homework. busy busy busy lol",5,5,3,1
It's nice to have full unlimited internet access again.,5,6,2,1
Sitting here with my husband... sadly thats all i ever do anymore lol,5,4,3,2
HOLIDAYS XD XD,6,6,5,6
"Hello sweetheart!! Promise to God I didn't, didn't even realize that you called! Whats up bro?",5,6,6,5
Dude! Really? Cancelled again. Grrr...,4,4,6,5
"chelsea winning 8-0 n winning league!! not nxt year, mon utd!!!",5,6,7,6
has got his car back!! :),6,7,6,5
still at jorg and stacey's enjoying chillin with the family!,6,6,6,5
studying colonialism emily lost yiying's letter-.- yiying look at this,5,5,2,3
"Do you bury me when I'm gone?	Do you teach me while I'm here?	Just as soon as I belong, then it's time I disappear...............",4,5,2,3
"My tummy keeps hurting ,___, !!",4,4,6,5
Taxes are done!!  :),6,6,6,5
~Without firiends life is not worth living~,5,5,2,1
"Olly looks like a THUNDER tonight, that's why Simon is so called an entertainment genius!",5,5,5,5
excited to see my family .....,6,6,1,3
Back from Vegas...,5,5,1,2
Thinks some people need to be told that being a bitch should be a hobby not a career!,5,4,5,5
is making stickers!!!,6,5,6,5
i hav an evaluation of this quarter in about an hour. wish me luck =],6,6,3,2
happy birthday to me,6,5,2,1
I saw this guy acting like his SWAG was on full attack when he was just FUBU (FAT UGLY BLACK & UNCOMFORTABLE) DWL! Rite Chenees Beckford? LMAO!,4,4,6,7
Horseshoe N Bricks r done plz send other things.,5,5,2,1
so so bored would love 2 go out,5,4,1,3
Of to go be Grown!! I will own Thailand after tonight,5,6,6,5
ha .....................?,5,5,2,4
j10oreo = my xboxlive gamertag. see you on the frontlines,5,5,1,1
"He stepped down, trying not to look long at her, as if she were the sun, yet he saw her, like the sun, even without looking.",5,5,1,2
"The optimist proclaims that we live in the best of all possible worlds, the pessimist fears this is true.",5,5,2,1
"Profile picture I took at The Dark Side of the Moon concert, soon I'll have some from The Wall, 17 days!",6,5,5,5
just measured my weight i put on 8 kilos in the last month xD getting fater... have to start exercising :P,4,5,2,3
thank you guys for the B day wishes,6,5,2,1
"If you and I woke up in jail together...using only FOUR words...what would you say to me? Copy and paste this in your status and see what funny (and interesting) things your friends say. (And if you make a comment, you gotta put this in your status. Fair is fair)",5,5,2,3
"u no u want me , u no i dnt want ya :]",5,5,2,2
Pfft. like i dont got none. How drunk do u have to be b4 u lose your shoe in your own house.,4,4,2,3
thanks for all the b-day wishes!,6,6,5,5
hey Peeps (SSP),5,5,2,1
Happy birthday to both <PERSON> and <PERSON>! Two tremendously wonderful musicians who indeed deserve the celebration.,7,6,6,5
"congratulations to all the pc grad , if have joined your faternity as of 10:33 am.",7,5,2,1
When one door closes,5,5,1,1
Missing Sarah from Tuesday,4,4,1,1
feels like tearin someone's ass up,5,3,2,3
"Forever: Alma, our alma mater. The home of Mountaineers. Sing we of thy honor, everlasting through the years. Alma, our alma mater. We pledge in song to you...HAIL, all hail our alma mater, West Virginia U.",6,5,3,3
"Room for improvement: If there is anything you dislike or unhappy about me or if it is something you think that I lack in my character, please feel free to tell me about it. I would appreciate it if you comment about my negative sides and I will definitely do my best to change and improve der. :)  T.T",7,6,3,1
Running errands! oh the joy!!,4,4,6,6
"I received an email from Walmart informing me that they miss me.  Thanks Walmart.  I don't miss you back, but I appreciate the sentiment.",5,5,2,1
MD Psychiatry......   yipppeee!!!!!!,6,7,6,7
Thank you everyone for your bday wishes,6,5,2,1
I just say the craziest little things!<3,5,6,6,5
HEADACHE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,3,3,9,9
"Why is it hard to find honest friends\?\""""",4,3,2,2
"Well, I didn't make Chief, and I am no longer the LPO (apparently I'm arrogant, among other things), but at least I got the orders I wanted. 8th & I, here I come...now I just have to get through living the next 8 months in what feels like the left armpit of the world.",4,3,2,3
Life is what you make of it..... Remember this before you make any rash decisions!,6,5,5,5
"Is all good the weather man got it all wrong,thank god!!!!!",6,6,6,7
burp gag cough!! the birthday shannigans have come to a much deserved end..          :(,5,3,5,5
Grrrrrrrrrrrrrr!,4,4,4,6
Dont know if im goin 2 the movies anymore :/,4,4,2,2
