Anonymized Message,Valence1,Valence2,Arousal1,Arousal2,Predicted Valence,Predicted Arousal
What a day!,6,5,6,5,6.752000000000001,3.1519999999999997
Just saw the Eclipse trailer...INCRAY-AU-BLAY (that's frech for incredible):D,6,6,5,5,5.51,5.592
birthday today so im gettin fucked up,4,5,4,1,8.1,5.6000000000000005
The after b day concert at the house of blues was rockin!!!,6,6,7,6,6.426,3.9819999999999998
GTG!! it's monday.. monday madness in traffic..,4,5,6,6,2.7079999999999997,6.452
lakers and modern warfare 2 if I get a nap it is looking like a good day.,6,6,4,1,6.363428571428572,4.417142857142856
Never doubt for a minute that every single one of you are on my friend list as a result of a conscious decision. I am not only glad to count you as friends but also as family! Let's see who in my Friend's List actually pays attention. Copy and repost this in your own bulletin. You can't choose ...family but...... you can choose friends,5,6,1,4,6.424695652173915,4.242782608695652
Happy Diwali !!!!!!!!,7,6,8,7,9.0,6.88
Oh money... why are you such a pain in my ass.,4,4,3,2,4.144,6.661333333333334
I lov listenin 2 lies wen i know the truth,5,3,2,3,6.7973333333333334,4.1786666666666665
Im going to get all of my friends back how i dont know but it will happen,5,5,2,1,6.6626666666666665,4.861333333333333
is tired and doesn't want to go to work tomorrow.,4,4,1,1,5.5072,4.7968
mountains<3,6,6,2,1,7.127999999999999,4.464
<PERSON> the wild thing totally looks like seth green,5,5,2,1,5.688,4.5600000000000005
Today my <PERSON> turned 11!  Happy Birthday <PERSON>:),7,7,4,5,7.8100000000000005,5.846
how the f**k do i update my status?,4,5,5,3,6.402666666666666,4.893333333333333
I'm so sick and tired of being admired That I wish that I would just die or get fired And drop from my label and stop with the fables I'm not gonna be able to top what my name is And pigeon holdin' to some poppy sensations They cop me rotation at Rock 'N' Roll stations And I just do not have the patience To deal with this cocky Caucasians,3,5,4,1,5.4479999999999995,4.6080000000000005
Beige!!!!!!,5,5,7,7,4.92,2.776
"I dun like RTS,(",4,4,3,2,5.708,4.136
If any body wants to play reach with me hit me up,5,5,2,1,5.920000000000001,6.564
"They're called 'fingers' but I've never seen them fing... oh wait, there they go!",5,5,5,5,3.936,3.432
I wonder if I should trade in my clunker??? It seems like the right time...,5,5,3,5,6.700800000000001,4.6928
I LOVE ALL MY HATERS!!!!!!!!!!!!!!!!,4,6,8,9,9.0,5.152
"Thanx for all the birthday wishes everyone! Its been a great day, and its gonna be an even better evening!..dinner, drinks, dancing, karaoke..etc...and i get to spend it all with some great people! One of them being my very wonderful girlfriend who is spoiling me rotten already..lol. Thanx babe,i love you, your the greatest!...! Turning 35 isnt that bad after all =0).",7,9,5,5,6.479652173913042,5.612869565217392
WTF WHY ARE YOU CHEATING IN A GAME OF THIS IMPORTANCE THAT WAS A CLEAN HIT ANYBODY COULD SEE THAT.YOU REFS ARE SORRY SACKS OF XXXX AND COULDNT CALL A PLAY IF YOUR LIFE DEPENDED ON IT.WHEN A RECEIVER CATCHES A PLAY AND GET HIT THAT IS FOOTBALL.IT AINT ALWAYS PRETTY IF YOU WANT PRETTY GO WATCH A BALLET.THE RAVENS ARE GOING TO START HURTING THE COLTS IF THE REFS DONT STOP CHEATING!,3,2,9,8,5.899428571428571,5.586666666666666
"So... why is it my faucet only puts out water. It needs more settings than hot or cold water. Like.. coke or... beer. YES!!! BEER!! my faucet needs to give me beer, any time i want it, any temp, any brand... YES!  *sigh* unfortunantly it's just a dream.",5,5,6,7,5.666526315789473,4.287157894736842
Is currently sooo tired a few days without enough sleep and havin to go to work ain't no joke...I'm so happy they make AMP energy drinks*,6,4,4,2,6.2584,4.986399999999999
thanks everyone for the birthday wishes! :D,6,6,5,5,8.548,6.264
merf,5,5,1,1,1.0,1.0
Watching spirit stallion of the cimarron only to keep puting it on pause luckly ive seen 5 times now love the songs\\nshadow dragon,6,6,3,1,6.243428571428572,4.507428571428571
It starting to snow......,5,5,1,2,6.336,3.904
"Feel like im in a old school western movie, dam you fra!!",4,5,6,5,5.926857142857143,4.737142857142857
nobody in d world can hv a crystal clear heart becoz every one's heart has sum scratches scribled by their loved ones........,5,3,3,3,7.132,4.143
"Beginning of August, and the Tigers are in their usual second half of the season death spiral.  Turned off today's game at 12-1 in favor of the Sox",4,5,2,1,5.780363636363637,4.57309090909091
Thanks again everyone for birthday messages,6,5,2,1,8.548,6.264
Great class on the hero's journey.  We watched Stars Wars. Makes for such a good night.,6,6,2,1,7.474666666666667,4.954666666666666
well today was better than i expected(: tomorrow's gonna be better,6,7,2,2,6.88,3.5546666666666664
I are be so tyred... I so be wanting to go to bed earliest.  I are also be missing Bloemfontein and all the friends I has been having... two sleeps and I are be off to my City of Roses...,4,5,1,3,6.204363636363637,3.6661818181818187
Love my new shoes!!!,6,6,6,6,8.056000000000001,4.554666666666666
Girls are like Drano...,5,5,1,3,6.752000000000001,3.824
to all the fb family thanks for you bday wishes,6,5,2,1,7.973333333333334,4.880000000000001
Is feeling especially racist against Americans today now that they've fucked up skins!!THE IGNORANCE!!!!!!!!:'(,3,3,9,9,4.652,4.449999999999999
I hope.....,5,5,1,3,8.416,3.536
"has just be to the carnival with Louise n Tarron, Dad n Jayden. Been running round after Jayden an am knackered but Jayden enjoyed himself bless him.",6,5,2,1,7.22,5.134666666666667
i like to wish everyone a very happy valentines day,7,5,2,1,7.418000000000001,4.879999999999999
Wanting to wish my husband a Happy Birthday!!!,7,6,7,6,7.8336,5.952
My friend goin to the winter olympics,5,5,2,1,7.276,4.072
Way too cold to do anything but stay in the house and work from the computer!!!,4,6,6,6,5.868571428571428,4.111999999999999
<3 **,6,6,1,2,1.0,1.0
Little Acts Of Kindness Can Add Up To A LIFETIME Of HAPPINESS~<3~,7,8,4,5,6.985333333333333,4.534666666666666
finished with german project!,6,6,5,5,5.461333333333333,4.037333333333333
"enjoyed family time in the STL. LOVE you ALL, but glad to be home ;)",6,8,4,4,7.712,4.279999999999999
Life always have a lessons....Life is my school,5,5,2,3,7.716,5.084
LOL,5,5,2,3,1.0,1.0
"sittin at home with my lil man waiting for him to take a nap, nothin to do today hit me up",5,5,2,1,5.98,4.4559999999999995
A little boy today: Four,5,5,1,1,5.778,3.2760000000000002
i thought i had mono for and entire year one time... turns out i was just really bored,5,5,1,3,5.354285714285714,3.512
where bellvedear?,5,5,2,1,1.0,1.0
went roller blading for 4 miles today! a little tiring and havent gone rollerblading since middle school.. totally flew in the ditch lol,6,6,4,5,5.050666666666667,3.636444444444445
Is doing compo now.,5,5,2,1,5.0,3.7680000000000002
"Automobile for a man and cosmetics for a woman goes through same analytical        process before buying\ - Prof Dutta         Sorry bansal but simply loved it so copying :P\""""",5,6,2,2,6.22690909090909,4.543272727272727
"eatin pizza, cought on fire welding.... running out of pizza.....finally 16",5,5,2,3,6.195999999999999,5.592
The heart is the only broken instrument that works .,6,4,1,1,5.454,4.942
going to work soon. Life is good!,7,7,5,5,7.866666666666667,5.210666666666666
"Boy oh boy what am I getting myself into... going on an excursion\ with Adam's parents today... not sure what that means but hope its not them taking me out in the woods to kill me off...\""""",4,4,4,3,6.008888888888889,4.532444444444445
no substitute 4 d real thing... oh yeah!!!,5,6,6,6,5.253333333333334,4.034666666666666
100 SUBSCRIBERS REACHED ON YOUTUBE THANK YOU FOR YOUR SUPPORT!!!!! :D,6,7,8,9,8.076,4.3
Rafael Van Der Vaart is keen on joining United.,6,5,1,1,6.84,4.994
"Rain, rain, go away come again another day...",4,4,2,2,5.547200000000001,3.8079999999999994
"happy navratras to all ,,,,,,,,god bless all with happiness ,health and luck",7,8,2,2,8.248000000000001,5.228000000000001
Come back in a couple hors and ill have more for ya!,5,5,7,5,5.1648,4.2416
Ready to get home with <PERSON> and get our snuggs on.,6,5,2,1,7.208,4.692
is done done done! Now to just pack...,5,6,6,5,5.08,3.7760000000000002
thanx po sa greetings..,6,5,2,2,1.0,1.0
Just watched Ghost of a girlfriends past. It was really cute!!!,6,6,6,6,5.466666666666667,5.546666666666667
It <PERSON> Bd she is 36 wow thats OLD.,5,5,3,2,4.279999999999999,3.2319999999999998
eng2 :((,4,4,2,3,1.0,1.0
"I was in the pub with the missus last night, and I said, I love you.\ 	She said""",5,5,2,1,6.84,5.1386666666666665
OMFG I AM FREAKING OUT IS THERE ANY ONE HERE THAT KNOWS ANYTHING ABOUT BUILDING THE MAJOR OR PERFECT INTERVALS????? BUY SUPPLYING THE UPPER NOTE,4,3,7,8,6.732571428571428,4.485714285714286
no man ! i love g.... & u know it well .(peace & love thats the spirit),5,7,5,5,7.903999999999999,4.135999999999999
Team ThreeSome! If that was Not in Vapires Suck then I'm officaly the God of Comedy Confrim or Deny,5,5,4,5,5.712,5.777333333333334
"My mom is absolutely the greatest mom in the whole world!!  She sent me flowers at work today!!  I have never had flowers delivered to me at work, ever!!  I gotta give some credit to my sister and neice who helped her pick them out.  And my dad because the money came out of his wallet.  LOL!!  I LOVE MY FAMILY!!",7,9,7,7,7.365999999999999,4.4488
"Steve Holt is a bastard, the guy doesn't even know his own father, what else dont we know about this guy?",4,5,4,3,5.802666666666667,4.308
I <3 <PERSON>!,6,7,5,5,1.0,1.0
getting ready to go up snowboarding @ <PERSON> can't wait!,6,6,6,5,5.010666666666666,3.656
Things turn out best for those who make the best of the way things turn out,6,6,2,1,5.352,3.6546666666666665
"The difference between try and triumph is a little 'umph'.\\""""",6,5,2,1,5.863999999999999,5.138000000000001
"WHY CANT I WRITE ON Slamuel Braza's WALL?????? idk. but, heyyy!",5,5,6,7,5.116,3.548
"People do stupid sh*t every day and believe it's okay, so really what is one more when we have trampled so many already. My saying is You have the right to do whatever you want as long as your willing to accept the consequences.\ If not ohh well""",4,5,4,3,6.294285714285714,4.3765714285714274
I know a place where the grass is always greener,6,5,2,1,6.178666666666667,3.096
aparantly there is a shortage of colgate every body chuppzin,5,5,2,2,4.152,4.664
a few drinks with my cousin diane...and am out! check back in tomorrow after the beep. BEEP!,5,6,4,5,5.967999999999999,4.901714285714285
"i am selling a dell computer and printer if anyone is int,  desktop flat screen about 5 years old hardly been used, $150.",5,5,1,1,5.234,3.532
Help\\n,5,5,2,1,6.3839999999999995,4.768000000000001
"I'm rockin the drums today and bowling tonight... gonna be a great day, me thinks!",6,7,5,5,7.0944,4.0576
is Done!!!!,5,6,7,6,1.0,1.0
YANKEES WIN!!!!,6,7,8,8,8.416,6.5520000000000005
"tell me when the pain is over, its been there too long im bored of it",4,2,2,1,3.5140000000000002,4.27
Dreading have to stand for 24hrs this weekend but looking forward to seeing <PERSON> on friday!  Yay <PERSON> for winning us tickets!,6,6,4,5,6.472,5.207999999999999
"I am gonna buy a leather jacket and some really dark glasses, then im gonna get my left ear peirced, and my nose peirced, and a lip peircing ( actually thats overkill cut that out) but anyway theres nothing you can do about it. HA !!!",5,5,4,5,5.316,4.462857142857143
friends..my very first power party is going on at my place..please come ..all are invited..your presence as guest is most important..with regards love Exceptional..(all your :)) <URL>,6,6,3,4,7.2174545454545465,5.261818181818182
Less than two hours until my Grandma's surgery.,5,5,2,1,3.8560000000000003,4.224
Oh to a green lump of putty i found in my armpit one midsummer day,5,5,2,1,5.664,3.873
"Just got back from snowboarding, and is still struggling to sit down. Wipe-outs hurt....A LOT. many thanks to<PERSON> for lending the gear. it works great and kept me nice and toasty on a very cold day on the slopes.",5,6,2,2,5.695428571428571,4.625142857142858
"Can't even think straight, tomoroow is move-in day.",4,5,1,1,6.791999999999999,3.5999999999999996
wants a day off of work....,5,5,1,3,6.752000000000001,4.46
Today is my last day in the states for a bit. China (for real this time).,5,5,2,1,6.114666666666667,3.8346666666666667
woo Go paul the octopus hes a legend congrats chuckie XD XX,6,6,3,4,6.8176000000000005,5.4688
"<PERSON> + Chatt town & Knoxville = fun times on my birthday!! ,)",6,7,6,5,6.856,5.529999999999999
"and on January 23, 1995 at 2:30 a.m. NEMMC......God said let <PERSON> be born unto two parents.  That was 15 years ago....but tonight at 2:30 im looking for that same miracle.",5,8,2,3,6.127,4.057
"My Junior having fever, cold, dry cough and runny nose. I am so worried and concerned. (sigh!!!)",3,3,5,5,4.057599999999999,4.975200000000001
Up and already at work... I am normally just now waking up. Lol,5,5,3,3,6.752000000000001,5.768
We all need to break free from the grip that Satan has on us and don't say he dosen't have a grip on you.,5,4,1,3,6.010285714285715,4.584
on the 31st ev drink responsibily ...! but do enjoy ...! cheers ...!,6,6,5,5,7.454,6.19
"HURRAY,ONLY MATHS LEFT NOW!!!!!!!!!!!!!!! ITS TIME TO  FREAK OUT!!!!!!!!",7,7,9,9,3.6933333333333334,4.992000000000001
Busy working on the North Slope of alaska its so beautiful and diff. here like never you could ever see anywhere else. But i still miss my family,5,6,2,1,6.146666666666666,4.455111111111112
You have to see this! A simple town competition ends a 8 year marriage! <URL>,4,5,5,5,6.213714285714286,4.251428571428572
"Got my class schedule.	i have my shop and theroy, along with reading strats, english, psychology, inter Alg, biotec/Mic and spanish I",5,5,1,1,6.142857142857143,4.050285714285714
Thanks everyone for the Birthday wishes! It was a great b-day!,7,7,5,5,8.586666666666666,6.282666666666667
At the airport. It smells like old ppl in here:(,4,4,2,2,5.954666666666667,4.509333333333332
hey everyone who wished me happy bday thanks so much so i dont have the time to send a response 2 everyone but thnx again,7,6,4,1,7.041142857142858,4.958857142857143
Why can't exs just DIE after you are done with them!?!?!?LOL......seriously!!!!!!!,3,2,7,9,1.248,7.12
Tomorrow is a brand new day to attend service at 3.30pm. Yeah! I feel very excited to attend on Saturday afternoon. :),7,7,5,5,6.773599999999999,4.6712
Go USA!!,6,6,6,5,5.08,4.5280000000000005
Just got back from the Rennissance Festival up in Minnesota with my brother.  He has videos... He will likely be blackmailing me shortly on facebook and myspace with them... Ill be posting pics\\vids or at least links as they become available.,5,5,2,2,6.048727272727273,4.144
<PERSON> STOP sending me friend suggestions it's driving me crazy XP,4,4,5,4,4.578666666666667,5.709333333333333
<PERSON>..i want my money back....,5,4,2,3,6.208,5.274666666666667
"Thoughts for the New Year:  God won't ask how many promotions you received, but He'll ask how you promoted others.",5,6,2,3,6.337142857142856,4.417142857142856
Fucking great weekend. Had fun with friends then did absolutely nothing.,6,7,3,3,7.2048000000000005,6.5280000000000005
on the phone with Tyler Bascle:))) <3,6,7,4,3,6.832000000000001,3.752
Oh son of a... NOW i see why <PERSON>said Cellular Regeneration was gonna be hard to explain... =\\,4,4,4,3,6.166857142857142,4.5851428571428565
why is the fucking internet so slow!,4,3,6,5,4.589333333333334,4.5920000000000005
Studying... at work...,5,4,1,3,6.752000000000001,5.768
"I'm so so so so so so so happy because they are making Wicked\ into a movie for 2010!!!!!!!\""""",7,8,7,8,6.1466666666666665,6.586666666666667
It went from lol to lmao to lmmfao to lmmmaaigjdhfffkfkfgigigg....  I don't have a masters in code tactician/hacker/etc...,4,5,4,3,5.295999999999999,4.872
hi peoples,5,5,2,1,1.0,1.0
<PERSON>     Facebook just got gorgeous.,6,6,3,1,8.36,5.48
Halloween Party tonight!!!,6,6,6,6,8.584,7.72
"you cant handle my stories ,) haha",5,6,3,3,6.584,5.5680000000000005
"Looking for a good guitar, I'm a beginner, any recommendations?",5,5,2,1,7.058666666666667,4.706666666666667
"We are offering PC or Laptop reformat,Troble shooting, research and typing job!!",5,5,6,5,5.824,5.587199999999999
"phhheewwww, we finally found a place!!",6,6,6,5,6.303999999999999,4.040000000000001
nite all,5,5,1,1,1.0,1.0
Ready for a brand new year!   I can't wait to visit my second family in El Paso next week!,7,8,6,5,6.114666666666667,3.56
Good Night!,6,5,4,5,7.144,4.056
"I've made up my mind...It's time for a new beginning...I'm living my life, yeah There's a new day coming...I'm getting ready for a change Yes, I am....Gotta keep on running....Gotta be a better way Yes, there is :) :)",7,7,4,4,6.892266666666668,4.586666666666667
"funny how i hit thirty and i get allergies, wrinkles, saggy boobs, etc...... i do drugs for 15 years and not a damn thing happens!!!?????",4,2,7,6,4.8696,5.437600000000001
gimme some siomai babeeeh....,5,5,2,2,1.0,1.0
"Let me just quote the late-great Colonel Sanders, who said...I'm too drunk to taste this chicken.\\""""",5,5,2,1,5.208,5.0360000000000005
My new crazy family: Daddy Limbad Mommy Inez Kk Ryan Kk Joko meeee Dd Fiona Dd Vickshiong Dd Steven Dd Joshua,5,5,2,1,6.904,4.9504
"<PERSON>took me to lunch and a movie for my birthday (we saw Zombieland- awesome!) Mom and Nana took us to Ezell's for dinner for my birthday.  It was a good day, even though it feels weird to be 31.",7,6,4,3,7.15876923076923,5.071384615384615
Thanks for the birthday wishes.  Dinner at Chili's in Jonesboro and cheesecake for desert...not a bad birthday.,6,6,3,2,6.8662857142857145,5.265142857142857
"FACEBOOK EXPERIMENT- if you are reading this, whether we do or don't speak often, post a comment of your first memory of you and me. When you've finished, post this paragraph on your own status; you'll be surprised what people remember about you....",5,5,1,3,6.165499999999999,4.4575
ya we had the best fathers day ever............ i luv u daddy...... gud nite facebook.....,7,8,2,3,7.056000000000001,3.676
I'm gonna have to re-order mw2 from someone else on eBay,5,5,1,1,7.056,4.112
"when it comes to pass a test, kindergarten is the best",5,5,2,1,5.778666666666667,4.429333333333334
"has decided his kid will be called, <PERSON>..",5,5,2,3,6.674666666666667,3.936
"Search deep into your mind,        And answers you will find,        Until you meet that special someone,        Then your soul becomes undone,        In the bliss it was so pure,        You could Have dreamed of nothing more,        But then we trek until the end,        To find that on only ourselves can we depend.                How do you like my original poem :P Seriously.........................",6,5,1,3,6.384000000000001,4.522
HAPPY BIRTHDAY <PERSON> love ya i hope u have a great day well at leaast try 2 bye,7,7,4,4,7.49688888888889,5.166222222222222
"says, Every turkey dies",4,5,2,1,6.072,2.96
three wonderful years of fatherhood,7,8,1,1,7.324,4.7
If you're interested in joining the Soul Society 000 let me know. Thank you.,6,5,1,1,6.827428571428571,4.164571428571428
best nap ever.,6,6,1,1,6.28,1.784
soothing jams penetrating my eardrums.,6,6,1,1,5.3759999999999994,4.884
"My  Mommy reach, My Mommy reach, My Mommy reach. I wonder what she bring for me.",5,5,1,1,7.293000000000001,5.165
"Damn you NFL draft!  I told my 2.5yr old that the draft is on tonight, and she is now scared to death of the draft coming into her room...",4,5,5,5,3.983111111111111,4.9031111111111105
is tired...very tired...,4,4,1,3,2.0,3.536
My dad is giving a speech at the flag raising today. I love my family. :),7,7,4,2,7.409,4.32
My cousin's baby is joining us sometime today! New little girl for the family.,7,7,5,5,7.180571428571429,4.137142857142857
"Life is a challenge. The path we take will either lead is to great adventures or to great emptiness...which ever way you look at it, it's your choice! Get over it!!!",6,4,4,6,6.380000000000001,5.268
What's on your mind?,5,5,1,1,6.2,4.103999999999999
Just laying here wondering.... Why the hell am i awake? >.<,4,4,3,3,3.748,6.548
"argh.....the rain is annoying...I'd rather it be full on thunderstorm, or beautiful and sunny....ehh maybe i'm just grumpy. Please call me <PERSON>the Grouch :)",4,4,3,4,4.665454545454546,5.453818181818182
Gonna make the transition to veganism!,5,6,6,5,6.156000000000001,4.924
"The secret of happiness is freedom, and the secret of freedom is courage,FREEDOM!!!!!!!",5,7,6,9,7.462857142857144,5.859428571428572
Trying to take my mind off the fact my heart is hurting. So I'm watching episodes of Martin my mind is so cloudy.,5,2,2,2,5.653714285714286,4.661714285714286
I miss my best friend......,4,2,1,2,6.9159999999999995,4.612
is so happy finally got some converse :),6,7,3,2,6.8053333333333335,5.197333333333333
*sigh...        You suck!! -.-        ....people dont have trust anymore.......and they end up believing some crap..... and the equation always ends up in an slaps and anger on the wrong person??.....nice..... and im very sleepy.....and im venting out on fb.... :@ :/ -.- T.T,3,2,6,4,4.976533333333333,4.7274666666666665
one more final to go,5,5,1,1,4.541333333333334,4.4879999999999995
"MANDATORY REMINDER from CNN:NASA reports that by the nxt 10 months,earth gets hotter by 4 degrees from now.Himalayang glaciers are melting @ rapid rate.Our climate is changing drastically & it's getting worst.We must help fight Global Warming by doing the ff steps:1.Plant more trees 2.Don't waste water 3.Use cloth bag and don't burn plastic.Please copy & paste this to your wall.Do ur share.SAVE the EARTH.",6,4,5,3,5.284727272727273,4.499272727272727
"This storm comin is supposed to be pretty big. All my friends and family are talkin bout Hail and heavy rain, plus more wind. Usually the weather patterns in my home town area in California carry right on over to Ogden SLC areas. Get ready for it! If it doesn't hit hard, I'm no meteorologist. Not like they are ever right either lol :)",5,5,4,4,5.749666666666665,4.857666666666665
"Is waiting for her lab class to start, trying not to fall asleep... My cat keeps me awake most nights, but she was REALLY bad last night.  If she keeps this up, next week I'm bringing her with me to class... :P",5,5,3,3,5.041333333333333,4.09
19 years old today....no big deal ppl,5,5,2,3,6.4239999999999995,4.363200000000001
The best part of cooking food is you get to taste it before everyone else. Anyone who breaks this rule is subject to getting hit with a spatula.,5,5,3,2,5.882666666666667,4.566222222222223
Make it work,5,5,2,1,6.612,5.064
Last day of X games. The kids today are sick!,6,6,6,5,5.932,4.0120000000000005
"at my new house trying to paint, fun stuff",6,4,2,1,6.937600000000001,4.4848
Loving my boyfriend for what he just said in front of everyone.....now I know he's THE ONE!!!!!!,6,8,7,8,6.9408,4.5504
this is your life and its ending one minute at a time.,3,1,2,3,5.784000000000001,3.9424
heard a good joke today at womans day magazine. How do you wake Lady Gaga up. You poke her face ( poker face)           i found it funny :),6,6,3,2,6.452266666666666,4.511466666666666
"Promise of the day - John 10:29 - My Father, which gave them me, is greater than all; and no man is able to pluck them out of my FatherÃ¢â‚¬â„¢s hand.",6,5,2,1,6.388444444444444,4.401777777777777
uhhh part 3???,5,5,2,4,6.303999999999999,3.224
Hoping the Cowboys hold it down!,6,5,5,5,4.573333333333334,3.904
"Tomorrow--school on as usual, 2 hour delay or cancelled?  Can we please just have a normal week!",5,4,5,5,5.628571428571428,3.403428571428571
"Glad I talked to my mom when I did earlier. She saved a life for real lol. Also---as a side note---if ur name isn't Jesus, Jehova, or if demons don't tremble at the mere mention of ur name; I  do not seek ur approval nor do I aim to please u. Thanks :-)",5,5,3,3,6.244,4.711555555555556
"Thank you all for the kind birthday wishes!  I am so lucky to have such wonderful family and friends.  Now, you will have to excuse me because I have a date with Tom Brady in 17 minutes ;)",7,8,4,5,7.452923076923076,4.826461538461539
says: A Lot Can Happen Over A CoFfEe!!!! <3 <3,6,7,6,8,6.386,4.3260000000000005
Does anybody fancy lookin after my beautiful ickle angels for the whole weekend sometime soon??,5,5,3,4,7.452,5.538
omg is it friday yet!!,5,5,6,6,5.992,4.288
"having one of those mornings where I gotta restrain my feet from busting out in dance while out in public. its easy to find me, I'm the lil asian girl with blaring music coming from her ears and bounce in her step..",5,6,3,2,5.962000000000001,4.888666666666667
"Wishing everyone a happy new year. May your friendships grow closer, your love deepen and your happiness never fade. May this year be better than the last.",7,9,2,1,6.9612307692307684,4.635692307692308
"Now if you know my name, you'll learn how deep to sink; Where rapture lies, I wait just beyond it's brink",5,5,2,1,5.074000000000001,4.679
I feel like giving and recieving a million hugs. . .,6,8,1,3,7.5152,4.771199999999999
down 5Kg.... i blame Ibiza...,4,4,1,3,2.292,4.88
so happy.. we won... =) team8s! shoot! =),6,7,5,5,5.8,6.658666666666666
"I WILL ENTER HIS GATES WITH THANKSGIVING IN MY MOUTH, FOR MAKING ME PLUS 1 TODAY, GLORY BE TO THE FATHER TO THE SON AND TO THE HOLY SPIRIT...........................................AMEN",6,5,3,5,7.316,3.8426666666666676
Why is there never a job opening for an executioner?,5,5,2,1,5.256,5.978666666666666
"...know that having a good time can include learning and growing, and that there is joy in creating and succeeding...",6,6,1,2,7.377999999999999,4.992999999999999
Everybody see's it's you I'm the one that lost the view  Everybody says we're through  I hope you haven't said it too  So where  Do we go from here  With all this fear in our eyes And where  Can love take us now We've been so far down We can still touch the sky,5,5,2,1,6.088533333333333,4.4608
i need a nap!,5,4,5,4,5.68,3.6879999999999997
Why Does PS3 Have To Be So Freakin AWESOME!?!?!?,6,7,7,7,7.418666666666667,5.069333333333334
is touched by so many wishes. Thank you for all your wishes. May God Bless All of U with many happiness and good health.,7,8,4,1,7.773999999999999,4.32
BORED..............!!!........Ã¢â€”â€¢Ã¢â‚¬Â¿-,4,3,6,7,2.224,2.336
"Thank you to everyone for wishing me a happy birthday. I'm proud to have reached another year, and to have so many great friends from around the world!",7,7,5,5,7.656727272727272,5.264
"Oh yea, this is in Haiti.",5,5,2,1,7.007999999999999,4.296
work is so much more fun then spending a week in the crowbar hotel!!!! I love my kids the are amazing and you can't deny the fact they are mine just look at them!!! They are going to be some heart breakers to bad i am the one always getting my heart broken!!!! Well got my 4 months clean in tomorrow and hey i handle shit well when i am clean!!!,7,7,7,7,5.941119999999999,4.8531200000000005
try to shut your effin mouth sometimes. sometimes will do. mema ah. memasabi lang. HAHAHAHA,4,4,5,4,5.7136,4.4448
"<PERSON>, <PERSON> Please Hurry Up And Come. So Mommy Can Fit Inbetween The Counter And Refriderator",5,4,2,1,5.680000000000001,4.526666666666667
"I <PERSON>, HERE BY DECLARE ALL OUT WAR ON MATH! YOUR GOING DOWN FUCKER!! YOUVE PISSED OFF THE WRONG BRAIN AND IM GONNA KICK YOUR ASS SO HARD YOUR GONNA SHIT OUT YOUR EARS AND PISS THROUGH YOUR NOSE!!",3,2,7,9,3.3205714285714287,5.901714285714285
It was about time for a change.,5,5,2,1,5.916,4.452
Which additude gets you what you want the best? Vinager or honey.,5,5,1,1,7.364,5.292
booooooored! ppl talk or some thing!!,5,5,5,5,6.128,3.2720000000000002
is looking for a few more people for fantasy basketball.  Anyone on here interested?,5,5,2,1,7.096,5.640000000000001
Thanks 4 all of your wishes!!!,6,6,5,6,8.344,4.776
bored out of my mind,5,4,1,1,4.212,3.2199999999999998
"To change FB back to the old way.. go to left side menu, click more, then drag status update to the top, and then click status update and you are back to the old way. Thanks, <PERSON>!!",5,6,5,5,5.4268,4.1412
I'm getting better...I hope... *smiles faintly to the crowd of onlookers*,6,5,2,3,6.784,5.666666666666667
"Firing, bullets, what has happened to bahrain...",4,3,1,3,2.504,8.448
Ordinary no...really don't think so ...not a love this true..A common destiny ...we were meant to be ..Me & you'...  like a perfect scene from a movie screen..we're a dream come true...suited perfectly..for eternity ...Me & you' ..Everyday !!I need you even more & the night times too...Theres no way I could ever let chu goooo... even if I wanted tooo...everyday I live I try my best to give all i have to you',7,8,3,4,6.58488888888889,4.111407407407407
"Papers\ showings number 3 and 4 are SOLD OUT!! If really want to come but didn't reserve a ticket""",5,5,5,5,5.6,3.9088
` that's what you get for waking up in vegas (8) .,5,5,2,1,6.92,5.752
"Having my wisdom teeth cut out Tuesday, hoping it's not gonna hurt too bad. :/",4,4,2,2,4.748571428571429,4.692571428571428
"ok yes bdo show was algood, i got to catch up with like everyone nearly but i did get myself some sunburn :/",4,6,2,2,5.3584000000000005,5.656
woah a week holiday......the things i am gonna do......muahhahahahaha,6,6,4,3,6.294,3.92
Congrats <PERSON>for Symantec! Yeh Maggi Encrypted Hain Kya?,6,6,5,5,8.440000000000001,6.808
HOOK 'EM HORNS!! 51 TO 17!!! went to U.T. game in Austin with my fam... next time i think i may tailgate... pondering..,6,6,5,6,5.760000000000001,4.388
"Whomever invented the basement should be dragged out into the street and shot... repeatedly... then revived, allowed to recover... and shot again in the face.",3,3,3,4,5.1226666666666665,4.717333333333334
Such strange dreams. I mean really.,5,5,2,4,5.317333333333333,5.12
will somebody out there please shoot me already,3,1,2,3,4.16,6.335999999999999
I got a job!!!!!!! I start tomorrow!!!,7,7,8,9,6.786666666666666,4.594666666666667
"well had a great night, got up took down tree, son got in bath, wife and i did couple devotions, played a game with zadok after bath ate and went to work God is so good.",6,8,2,1,6.857230769230769,4.630153846153846
Its mah birth-day!!!!!,6,6,6,7,1.0,1.0
"Ok seriously, where did the heat go and what's up with this crap calling itself July?!",4,3,7,6,4.545999999999999,5.574
"Seriously, im sure that this level of boredom must cause at least like, cancer or something.",4,3,3,3,4.612571428571428,3.8434285714285714
"GET SMART\ one hell of a movie....must watch....\""""",6,6,3,4,5.501714285714286,5.227428571428572
